Player,Player_cleaned,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,CK,CkIn,CkOut,CkStr,TI,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,player_name,height_in_cm,mean_market_value_per_player,player_name_cleaned
Hwang Ui-jo,Hwang Ui-jo,KOR,FW,Bordeaux,Ligue 1,29.0,1992,32,29,2508,27.9,0.39,1.97,0.79,40.0,0.2,0.5,16.7,0.0,0.0,0.0,77.7,182.9,23.8,6.24,7.38,84.5,4.27,4.95,86.2,0.79,1.76,44.9,0.07,0.39,0.22,0.39,0.18,0.61,14.9,12.3,2.65,0.18,0.0,0.47,0.79,0.25,0.11,0.14,0.0,0.11,11.6,0.0,0.47,1.04,0.61,0.11,0.14,0.11,0.07,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.25,0.14,0.0,0.14,0.11,0.04,0.39,9.1,0.36,0.57,0.07,0.5,0.32,0.57,0.5,0.0,24.5,0.65,2.15,11.9,11.5,3.66,21.9,15.5,68.4,35.6,1.83,0.54,0.54,2.19,1.29,16.8,5.16,0.11,0.0,0.0,0.61,0.9,0.79,0.0,0.04,0.0,2.33,0.54,1.79,23.1,,,,
Antonio Vacca,Antonio Vacca,ITA,MF,Venezia,Serie A,32.0,1990,21,15,1064,11.8,0.0,0.08,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,86.5,1076.8,306.4,15.1,16.9,89.4,24.8,27.1,91.6,9.92,12.9,77.0,0.0,0.34,4.15,0.68,0.0,3.73,58.5,53.3,5.17,4.41,0.08,2.12,0.08,0.0,0.0,0.0,0.0,0.42,50.6,0.25,0.85,0.93,0.68,0.08,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,1.86,1.86,0.76,0.25,0.93,3.05,30.6,2.12,2.12,0.68,1.44,3.05,5.93,1.86,0.0,68.7,7.12,30.6,37.1,5.0,0.17,63.9,43.1,236.4,115.0,2.8,0.85,0.08,0.17,0.76,41.9,0.68,0.42,0.0,0.0,2.03,0.76,0.0,0.0,0.0,0.0,10.5,0.59,1.19,33.3,,,,
José Luis García Vayá,Jose Luis Garcia Vaya,ESP,MF,Levante,La Liga,23.0,1998,29,23,2012,22.4,0.0,0.63,0.09,14.3,0.0,0.0,22.9,0.09,0.0,0.0,80.3,867.9,244.4,19.6,22.6,87.0,17.4,19.8,87.8,6.92,11.5,60.1,0.0,1.12,4.64,0.67,0.13,4.2,55.7,52.5,3.17,1.29,0.04,3.39,0.58,1.7,0.54,0.98,0.13,0.09,44.7,0.09,0.89,1.88,0.98,0.76,0.04,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,2.5,1.61,0.85,1.34,0.31,0.98,1.79,55.0,0.8,1.61,0.22,1.38,1.79,4.29,1.43,0.0,65.6,2.77,17.1,39.7,12.8,0.58,62.5,40.8,177.5,89.2,3.13,1.16,0.0,0.76,0.63,43.9,1.38,0.4,0.0,0.0,2.5,1.07,0.0,0.0,0.0,0.0,9.73,1.61,0.8,66.7,,,,
Gabriel Veiga,Gabriel Veiga,ESP,MF,Celta Vigo,La Liga,20.0,2002,7,0,108,1.2,0.0,1.67,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,80.9,745.0,225.0,24.2,25.8,93.5,16.7,19.2,87.0,3.33,7.5,44.4,0.0,0.83,2.5,2.5,0.83,5.83,56.7,56.7,0.0,0.0,0.0,1.67,2.5,0.0,0.0,0.0,0.0,0.0,45.8,0.0,2.5,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,2.5,0.83,0.83,1.67,1.67,7.5,22.2,5.83,4.17,0.0,4.17,2.5,5.83,1.67,0.0,75.0,0.83,10.8,45.8,21.7,1.67,75.0,50.8,269.2,144.2,5.0,0.83,0.83,0.83,0.83,43.3,1.67,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,18.3,1.67,7.5,18.2,,,,
Mickey van de Ven,Mickey van de Ven,NED,DF,Wolfsburg,Bundesliga,21.0,2001,5,2,189,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.3,616.2,221.9,9.52,11.0,87.0,17.1,20.0,85.7,4.29,7.62,56.3,0.48,0.48,1.43,0.48,0.48,1.43,39.5,33.8,5.71,1.43,0.0,0.0,0.95,0.0,0.0,0.0,0.0,4.29,31.0,0.0,0.95,0.48,0.48,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.0,0.0,0.0,0.0,2.86,1.43,1.9,0.48,0.48,0.0,1.43,0.0,1.43,1.9,0.48,1.43,4.29,7.14,2.38,0.0,51.9,5.71,27.6,20.5,8.1,0.0,46.2,28.1,132.9,61.4,2.86,1.9,0.0,1.43,0.95,24.8,0.48,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,7.62,3.81,0.48,88.9,,,,
Unai Vencedor Paris,Unai Vencedor Paris,ESP,MF,Athletic Club,La Liga,21.0,2000,34,29,2383,26.5,0.0,0.75,0.04,5.0,0.0,0.0,19.7,0.0,0.0,0.0,77.8,784.9,235.1,13.2,15.6,84.5,18.5,21.9,84.2,6.3,10.4,60.7,0.0,0.57,4.49,0.91,0.19,5.36,49.5,47.7,1.74,1.25,0.04,1.51,1.06,0.34,0.08,0.19,0.0,0.0,38.5,0.3,1.21,1.36,1.17,0.04,0.04,0.0,0.08,0.04,0.08,0.04,0.0,0.0,0.0,0.04,0.0,1.17,0.75,0.45,0.45,0.26,0.3,1.4,21.6,1.09,1.7,0.6,1.09,0.94,2.11,1.21,0.0,58.1,2.6,12.1,34.8,14.1,0.94,56.5,36.3,151.2,69.1,2.79,0.94,0.04,0.68,0.79,39.5,1.4,0.15,0.0,0.0,1.36,1.51,0.0,0.04,0.0,0.0,10.5,1.21,1.55,43.8,,,,
Freddie Veseli,Freddie Veseli,ALB,DF,Salernitana,Serie A,29.0,1992,9,8,596,6.6,0.0,0.15,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,84.2,509.1,219.5,10.2,10.8,94.4,11.8,13.6,86.7,3.64,5.91,61.5,0.0,0.0,1.52,0.3,0.3,1.21,30.8,26.1,4.7,1.06,0.0,0.76,0.61,0.0,0.0,0.0,0.0,3.64,25.9,0.0,0.3,0.76,0.3,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.45,0.45,0.61,0.0,0.61,1.36,44.4,0.76,2.27,0.76,1.52,1.67,2.73,3.64,0.0,39.7,5.61,18.8,20.0,3.18,0.0,35.2,20.5,92.9,44.7,1.36,0.0,0.0,0.3,0.0,21.2,0.0,0.45,0.15,0.15,0.91,0.15,0.0,0.0,0.15,0.0,3.94,1.06,0.45,70.0,,,,
Daniel Villahermosa,Daniel Villahermosa,ESP,MF,Espanyol,La Liga,21.0,2001,1,0,23,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,333.3,90.0,16.7,16.7,100.0,0.0,3.33,0.0,3.33,3.33,100.0,0.0,0.0,3.33,0.0,0.0,0.0,26.7,23.3,3.33,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,40.0,3.33,20.0,30.0,0.0,0.0,36.7,33.3,216.7,170.0,3.33,0.0,0.0,0.0,3.33,33.3,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Daniel Vivian,Daniel Vivian,ESP,DF,Athletic Club,La Liga,22.0,1999,24,22,1986,22.1,0.09,0.77,0.36,47.1,0.12,0.25,11.3,0.0,0.0,0.0,84.6,842.1,287.8,8.82,9.82,89.9,19.1,21.0,91.2,7.92,11.2,70.9,0.05,0.05,1.31,0.0,0.0,1.95,42.7,40.1,2.62,2.58,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.05,36.2,0.09,0.45,0.36,0.18,0.0,0.0,0.09,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.54,1.09,1.0,0.41,0.14,0.77,1.4,54.8,0.63,1.49,0.63,0.86,1.72,3.26,5.48,0.05,53.2,9.86,31.7,22.5,1.99,0.9,50.7,27.6,166.3,83.8,1.54,0.23,0.0,0.0,0.36,27.9,0.14,0.09,0.0,0.0,1.0,0.9,0.05,0.0,0.0,0.0,11.5,1.54,2.44,38.6,,,,
Jeong Woo-yeong,Jeong Woo-yeong,KOR,FWMF,Freiburg,Bundesliga,22.0,1999,32,23,1782,19.8,0.25,2.58,0.96,37.3,0.1,0.26,16.1,0.0,0.0,0.0,73.2,339.2,100.3,14.6,17.5,83.3,6.87,9.8,70.1,1.26,2.58,49.0,0.1,1.11,1.72,1.21,0.25,2.78,32.6,32.1,0.45,0.0,0.0,0.45,1.26,0.0,0.0,0.0,0.0,0.1,23.8,0.05,1.31,2.37,1.92,0.0,0.15,0.25,0.0,0.05,0.3,0.2,0.0,0.05,0.05,0.0,0.0,0.76,0.45,0.25,0.51,0.0,0.15,0.56,27.3,0.4,0.51,0.0,0.51,0.96,1.72,0.76,0.0,41.8,0.86,5.4,20.8,18.7,4.24,41.3,29.1,132.6,64.7,3.64,1.16,0.61,1.36,1.21,32.2,6.77,0.05,0.0,0.0,0.51,0.96,0.61,0.0,0.0,0.0,5.2,1.41,2.88,32.9,,,,
Yusuf Yazýcý,Yusuf Yazycy,TUR,MFFW,Lille,Ligue 1,25.0,1997,15,5,509,5.7,0.18,1.75,0.88,50.0,0.1,0.2,21.4,0.0,0.0,0.0,73.7,665.8,218.2,12.6,15.6,80.9,11.8,14.0,83.8,6.32,10.0,63.2,0.18,1.75,2.98,1.23,0.0,3.33,42.6,36.5,6.14,1.93,0.18,4.04,1.58,3.68,1.93,1.58,0.0,0.18,31.4,0.35,1.93,2.98,1.05,1.4,0.18,0.18,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,1.93,0.7,0.53,1.23,0.18,0.35,1.4,25.0,1.05,1.05,0.0,1.05,0.53,2.46,0.7,0.0,56.0,0.88,8.07,28.1,23.9,2.28,50.2,36.1,157.0,83.9,2.98,1.05,0.18,3.16,1.05,37.4,5.26,0.53,0.0,0.0,1.58,1.58,0.18,0.0,0.0,0.0,6.32,1.05,1.4,42.9,,,,
Burak Yýlmaz,Burak Yylmaz,TUR,FW,Lille,Ligue 1,36.0,1985,31,25,2211,24.6,0.16,2.8,1.02,36.2,0.03,0.08,16.4,0.2,0.08,0.08,72.1,260.2,36.4,9.43,12.0,78.4,5.49,7.56,72.6,1.26,2.07,60.8,0.12,1.02,0.69,0.73,0.28,0.89,23.0,20.5,2.52,0.2,0.04,0.57,1.5,0.73,0.24,0.24,0.0,0.24,16.6,0.12,0.73,2.07,1.46,0.08,0.08,0.24,0.16,0.04,0.2,0.08,0.04,0.0,0.04,0.04,0.0,0.16,0.12,0.04,0.04,0.08,0.04,0.69,5.9,0.65,0.53,0.24,0.28,0.24,0.41,0.41,0.0,33.4,0.49,1.38,14.1,19.9,5.49,30.8,20.2,98.9,57.5,3.37,1.02,0.69,2.8,1.42,26.4,7.48,0.37,0.04,0.0,0.93,1.06,1.67,0.04,0.0,0.0,2.4,1.06,1.63,39.4,,,,
Okay Yokuþlu,Okay Yokuthlu,TUR,DFMF,Celta Vigo,La Liga,28.0,1994,8,1,140,1.6,0.0,1.25,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,93.3,712.5,165.6,22.5,23.8,94.7,14.4,15.6,92.0,5.0,5.63,88.9,0.0,0.0,0.63,0.0,0.0,1.88,46.9,46.3,0.63,0.63,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.25,0.63,0.63,0.63,0.63,1.25,50.0,0.63,1.25,0.63,0.63,3.13,5.0,4.38,0.0,61.3,7.5,23.8,31.3,8.13,1.88,60.6,34.4,200.0,65.6,0.63,0.0,0.0,0.63,1.25,34.4,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,0.0,0.0,13.1,4.38,1.25,77.8,,,,
Okay Yokuþlu,Okay Yokuthlu,TUR,DFMF,Getafe,La Liga,28.0,1994,11,5,465,5.2,0.0,0.77,0.19,25.0,0.0,0.0,13.6,0.0,0.0,0.0,78.7,605.2,185.6,8.85,10.4,85.2,13.8,16.0,86.7,5.19,8.85,58.7,0.0,0.0,2.12,0.38,0.0,2.31,36.2,34.8,1.35,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.19,28.5,0.0,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.35,1.35,0.38,0.0,0.19,0.38,50.0,0.19,1.15,0.77,0.38,1.15,2.88,3.85,0.0,46.0,6.15,23.5,21.7,3.65,0.58,44.6,25.6,147.3,74.0,1.92,0.19,0.0,0.58,0.58,23.8,0.58,0.19,0.0,0.0,0.96,0.96,0.0,0.0,0.0,0.0,11.0,3.08,1.35,69.6,,,,
Nathan Young-Coombes,Nathan Young-Coombes,ENG,FW,Brentford,Premier League,19.0,2003,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Andre-Frank Zambo Anguissa,Andre-Frank Zambo Anguissa,CMR,MF,Napoli,Serie A,26.0,1995,25,21,1926,21.4,0.0,0.93,0.14,15.0,0.0,0.0,19.3,0.0,0.0,0.0,89.6,811.7,195.6,27.1,29.1,93.4,18.8,20.7,90.8,3.79,5.05,75.0,0.05,1.07,5.19,0.79,0.09,4.3,57.3,55.9,1.4,1.07,0.0,0.47,0.42,0.0,0.0,0.0,0.0,0.0,51.4,0.14,0.84,2.76,2.38,0.0,0.09,0.05,0.09,0.14,0.28,0.23,0.0,0.0,0.0,0.0,0.05,2.52,1.64,1.03,0.98,0.51,0.98,2.38,41.2,1.4,1.31,0.19,1.12,2.06,4.58,1.21,0.0,70.0,2.62,13.8,43.0,17.6,2.1,68.7,49.1,238.6,115.2,5.14,1.96,0.51,1.45,1.92,52.2,2.9,0.23,0.0,0.0,2.01,1.64,0.0,0.0,0.0,0.0,7.94,1.21,1.26,49.1,,,,
Banhie Zoukrou,Banhie Zoukrou,FRA,DF,Troyes,Ligue 1,19.0,2003,4,0,77,0.9,0.0,1.11,1.11,100.0,0.0,0.0,10.0,0.0,0.0,0.0,92.3,533.3,84.4,10.0,11.1,90.0,13.3,13.3,100.0,3.33,4.44,75.0,0.0,0.0,1.11,0.0,0.0,1.11,28.9,27.8,1.11,1.11,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1.11,0.0,0.0,1.11,2.22,50.0,1.11,0.0,0.0,0.0,2.22,3.33,1.11,0.0,38.9,2.22,20.0,14.4,4.44,3.33,37.8,25.6,121.1,50.0,3.33,0.0,0.0,2.22,0.0,27.8,1.11,1.11,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,2.22,1.11,2.22,33.3,,,,
